Book Name,Author,Description,Listening Time,Ranks and Genre,Final_Rating,Final_Price,Final_Reviews,Clean_Genres,Cluster,Hybrid_Score
"get rich with options: four winning strategies straight from the exchange floor, 2nd edition",lee lowell,,unknown,unknown,4.1,668.0,159.0,['Unknown'],1,4.49006952609353
ruskin bond: the essential collection for young readers,ruskin bond,,unknown,unknown,4.6,668.0,369.0,['Unknown'],1,5.125401202255308
uncommon type: some stories,tom hanks,Read by two-time Oscar winner Tom Hanks. ,10 hours and 1 minute,",#3,528 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#22 in Literature Anthologies,#38 in Fiction Short Stories,#209 in Literary Fiction",4.2,752.0,966.0,[],1,5.269679398181317
café in berlin: learn german with stories 1 - 10 short stories for beginners,andré klein,,unknown,unknown,4.7,132.0,947.0,['Unknown'],1,5.561741800902009
the secret letters of the monk who sold his ferrari,robin sharma,,unknown,unknown,4.6,586.0,357.0,['Unknown'],1,5.11221319456028
the passion test: the effortless path to discovering your destiny,janet attwood," Chris and Janet Attwood wrap fascinating stories of the ups, downs, twists, and turns of living passionately around fun and practical exercises that will have you living your own passionate life by the time you finish this audio program.",-1,-1,4.3,585.0,230.0,[],1,4.756967084208717
the passion test: the effortless path to discovering your destiny,janet attwood," Chris and Janet Attwood wrap fascinating stories of the ups, downs, twists, and turns of living passionately around fun and practical exercises that will have you living your own passionate life by the time you finish this audio program.",5 hours and 49 minutes,",#3,318 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#35 in New Thought Spirituality,#460 in Personal Success,#3,609 in Mind, Body & Spirit",4.3,585.0,230.0,"['609 In Mind', 'Body & Spirit']",1,4.756967084208717
uprooted,naomi novik,A dark enchantment blights the land. ,17 hours and 20 minutes,",#3,264 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#9 in Fantasy Romance,#19 in Fairy Tale Fantasy,#867 in Myths, Legends & Sagas",4.6,323.0,2787.0,['Legends & Sagas'],1,5.933231908752166
uprooted,naomi novik,A dark enchantment blights the land. ,17 hours and 20 minutes,",#3,264 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#9 in Fantasy Romance,#19 in Fairy Tale Fantasy,#867 in Myths, Legends & Sagas",4.6,323.0,2787.0,['Legends & Sagas'],1,5.933231908752166
good omens: the bbc radio 4 dramatisation,terry pratchett,Neil Gaiman was the WINNER of the BBC Audio Drama Award 2015 for Outstanding Contribution to Radio Drama ,4 hours and 19 minutes,",#324 in Fantasy (Books)",4.7,615.0,6251.0,[],1,6.316262676616548
hornblower and the hotspur,c.s. forester,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,4.7,748.0,242.0,[],3,5.017224577336219
"the fifth season: the broken earth, book 1",n. k. jemisin,The Fifth Season: Booktrack Edition adds an immersive musical soundtrack to your audiobook listening experience!,15 hours and 27 minutes,",#3,222 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#10 in Action & Adventure Fantasy,#37 in Epic Fantasy,#2,391 in Fantasy (Books)",4.4,500.0,2368.0,['391 In Fantasy (Books)'],1,5.748089281663514
apni team ke leaders ko viksit kaise karen [how to develop your team leaders],john maxwell,"It's not enough for a leader to have vision, energy, drive and conviction. If you want to see your dream come to fruition, you must learn how to develop the leaders around you. If you want to be a leader, then you will have to develop a team of successful leaders around you. This book tells how you can make your colleagues and subordinates into leaders.",8 hours and 57 minutes,",#1,652 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#85 in Leadership,#2,621 in Analysis & Strategy",4.2,668.0,56.0,['621 In Analysis & Strategy'],1,4.13722050713382
transcendent kingdom,yaa gyasi,Brought to you by Penguin.,8 hours and 41 minutes,",#1,191 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Southern United States Literature,#3 in African American Literature,#13 in Family Life Fiction",4.3,888.0,39.0,[],1,4.055551781645574
benjamin franklin ki atmakatha (hindi edition),benjamin franklin,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,4.2,668.0,162.0,[],3,4.557500080322705
other colours,orhan pamuk,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-1,-1,4.5,759.0,14.0,[],2,3.7832200804408838
alexander hamilton,ron chernow,"Alexander Hamilton was an illegitimate, largely self-taught orphan from the Caribbean who overcame all the odds to become George Washington's aide-de-camp and the first Treasury Secretary of the United States. Few figures in American history are more controversial. ",35 hours and 58 minutes,",#3,252 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#23 in Historical Biographies,#4,098 in Biographies & Autobiographies (Books),#36,962 in Textbooks & Study Guides",4.7,1138.0,6471.0,"['098 In Biographies & Autobiographies (Books)', '962 In Textbooks & Study Guides']",1,6.330096183495331
alexander hamilton,ron chernow,"Alexander Hamilton was an illegitimate, largely self-taught orphan from the Caribbean who overcame all the odds to become George Washington's aide-de-camp and the first Treasury Secretary of the United States. Few figures in American history are more controversial. ",35 hours and 58 minutes,",#3,252 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#23 in Historical Biographies,#4,098 in Biographies & Autobiographies (Books),#36,962 in Textbooks & Study Guides",4.7,1138.0,6471.0,"['098 In Biographies & Autobiographies (Books)', '962 In Textbooks & Study Guides']",1,6.330096183495331
as a man thinketh: 21st century edition: the wisdom of james allen,sam torode,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,4.7,132.0,301.0,[],3,5.104170806949948
"the essentials of risk management, second edition",michel crouhy,"Created for risk professionals and non-risk professionals alike, this easy-to-understand guide helps you meet the increasingly insistent demand to make sophisticated assessments of companies' risk exposure. It provides the latest methods for: ",21 hours and 32 minutes,",#616 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Insurance,#1 in Public Finance (Audible Audiobooks & Originals),#3 in Corporate Finance",4.4,820.0,47.0,[],1,4.1884804043631565
rich dad poor dad for teens: the secrets about money - that you don't learn in school!,robert t. kiyosaki,,unknown,unknown,4.4,469.0,445.0,['Unknown'],1,5.080127580808027
"jax: protectors series # 8,",teresa gabelman,"Jax Wheeler has been fighting his own demons for as long as he can remember. One of those demons is from his past, a brother who wants nothing more to see Jax suffer. Working closely with the Cincinnati Branch of the VC Warriors Jax never thought he would find someone who could help him ease his pain, but he was wrong.",-1,-1,4.8,586.0,349.0,[],1,5.2231732617933835
"astral projection: out-of-body travel, guided meditation, self hypnosis, binaural beats",erick brown hypnosis,"Have you always been curious about how to use Astral Projection but didn’t know how? Do you wish you could have an out-of-body experience into a higher realm? Experience astral travel in safe and informative environment with this hypnosis program from Erick Brown. Let Astral Projection help you release into a higher spiritual realm by guiding through what is commonly called an out-of-body experience. Powerful suggestions for deep relaxation and positive change will be received by your mind, releasing you from worry or tension and helping you to just relax and remain open to your astral journey. ",3 hours and 20 minutes,",          5 star,        ,          (0%),        ,          ,            0%,          ,        ",-1.0,656.0,0.0,[],1,-0.6
"chicken soup for the kid's soul: stories of courage, hope, and laughter",jack canfield,"Now more than ever, kids want and need the inspiration and hope that Chicken Soup for the Soul provides. In this special volume, young readers will find empowerment and encouragement to love and accept themselves, believe in their dreams, find answers to their questions, and discover hope for a promising future.",1 hour and 12 minutes,",#3,245 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#4 in Religion For Children,#209 in Children's Religion (Books),#6,058 in Children's Literature & Fiction (Books)",4.7,280.0,127.0,"[""058 In Children'S Literature & Fiction (Books)""]",1,4.7608121055678465
the 48 laws of power,robert greene,"
By completing your purchase you agree to Audible’s  Conditions of Use, Amazon's Privacy Notice and if applicable Audible's Recurring Payment Terms.
",9 hours and 52 minutes,",          5 star,        ,          (0%),        ,          ,            0%,          ,        ",-1.0,773.0,0.0,[],0,-0.6
the 48 laws of power,robert greene,"
By completing your purchase you agree to Audible’s  Conditions of Use, Amazon's Privacy Notice and if applicable Audible's Recurring Payment Terms.
",9 hours and 52 minutes,",          5 star,        ,          (0%),        ,          ,            0%,          ,        ",-1.0,773.0,0.0,[],0,-0.6
without conscience: the disturbing world of the psychopaths among us,robert d. hare,,unknown,unknown,4.6,820.0,26.0,['Unknown'],1,4.078334746401731
charlotte's web,e. b. white,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,4.8,754.0,5004.0,[],3,6.287277076699729
war and remembrance,herman wouk,,unknown,unknown,4.8,1338.0,765.0,['Unknown'],1,5.5364728678962365
